FavouritesCount,FriendsCount,StatusesCount,isVerified,isTranslator,location,Lang,isRetweetedByMe
2814,197,10941,false,false,null,en,false
68,52,35,false,false,Durban- South Africa,en,false
455,1745,31033,false,false,Federal Capital Territory- Nig,en,false
1880,227,3308,false,false,null,en,false
23395,7433,40925,false,false,Paul Pogba,en,false
3088,420,21987,false,false,Being Found,en,false
30037,650,25006,false,false,? B3xGraphics@Gmail.com,en,false
31,336,28,false,false,London- England,en,false
1042,221,13264,false,false,null,en-gb,false
809,0,571,false,false,North West- England,en,false
7395,527,13636,false,false,null,en,false
27660,393,24630,false,false,null,en,false
42903,1389,28271,false,false,Pennsylvania- USA,en,false
2003,515,34678,false,false,null,en,false
507,917,7066,false,false,null,en,false
18443,1667,15724,false,false,Corner Brook- Newfoundland,en,false
4648,226,39714,false,false,Sutton Coldfield,en,false
1008,431,4488,false,false,null,en,false
1,7464,246642,false,false,Sydney-Australia,en,false
22666,17,12129,false,false,null,de,false
14548,562,5743,false,false,Paradise- NV,en,false
14548,562,5744,false,false,Paradise- NV,en,false
1313,480,107,false,false,Waltham Abbey- East,en,false
17,168,12854,false,false,Nairobi- Kenya,en,false
1403,397,5254,false,false,null,en,false
1330,338,1950,false,false,la vernia texas,en,false
11342,589,74914,false,false,London- England,en,false
3745,269,2891,false,false,Waterford- Ohio,en,false
870,194,3828,false,false,null,en,false
824,547,2711,false,false,Derby,en,false
237,408,631,false,false,nw5,en,false
1338,1604,11817,false,false,Nigeria,en,false
12838,3530,55357,false,false,330 ?? 317,en,false
234,1897,7498,false,false,null,en,false
424,4374,232,false,false,Liverpool- England,en,false
27798,7073,56374,false,false,e-spurs@live.co.uk,en,false
3891,212,8345,false,false,null,en,false
2916,833,6322,false,false,London,en,false
96,1099,3431,false,false,null,it,false
215,198,247,false,false,Morelandoh- FLA,en,false
7186,982,2139,false,false,Canberra- Australian Capital T,en,false
52667,448,83426,false,false,null,en,false
73,277,16649,false,false,Barclaysbible@gmail.com,en,false
463,257,305,false,false,Sydenham- London ,en,false
4522,1200,3143,false,false,Glasgow- Scotland,en,false
96,1099,3431,false,false,null,it,false
8654,2322,6135,false,false,null,en,false
8311,283,2314,false,false,null,en,false
9158,1905,31854,false,false,The Empire State,en,false
388,717,216,false,false,Lonely Lodge,en,false
2690,583,10953,false,false,null,en,false
3845,1134,3907,false,false,Logicville- USA,en,false
0,224,18973,false,false,Nederland,nl,false
15374,197,2778,false,false,Rt merchant,en,false
1933,563,3930,false,false,Liverpool- England,en,false
5645,346,20965,false,false,Portugal,pt,false
271,158,103,false,false,Manchester- England,en,false
3310,532,2917,false,false,England- United Kingdom,en,false
5108,1922,16210,false,false,null,en,false
6203,7926,75497,false,false,Montclair- NJ,en,false
16979,955,39543,false,false,null,en,false
1698,99,383,false,false,Iowa- USA,en,false
2225,201,3198,false,false,null,en,false
15167,1268,75397,false,false,null,en,false
141359,993,45376,false,false,Florence- Tuscany,en,false
9801,432,18201,false,false,null,fr,false
28249,2466,53124,false,false,null,en,false
4518,999,5864,false,false,null,en,false
8230,413,28324,false,false,Budapeste- Hungria,pt,false
26005,1326,28931,false,false,Boleyn Ground?,en,false
27822,303,7921,false,false,LDN,en,false
79793,700,30958,false,false,null,en,false
2873,444,28808,false,false,null,en,false
21785,5942,12579,false,false,USA,en,false
55843,298,256385,false,false,Founder #OpGlobalGarden,en,false
78506,2751,82085,false,false,null,en,false
6218,176,19589,false,false,null,pt,false
7169,566,11598,false,false,United Kingdom,en,false
2459,1141,31429,false,false,Lekki- Nigeria,en,false
5713,1195,5271,false,false,null,en,false
14632,2770,22079,false,false,Francistown- Botswana,en,false
3511,1015,15968,false,false,dundee,en,false
10639,567,4598,false,false,GFH,en,false
22926,1086,10629,false,false,null,en,false
27675,673,10567,false,false,United Kingdom,en,false
1827,466,43715,false,false,?,en,false
4767,776,2868,false,false,Liverpool- England,en,false
12406,228,9039,false,false,null,en,false
1988,1034,13986,false,false,Bournemouth- England,en,false
8332,513,12953,false,false,Sheffield- England,en,false
15693,3193,8093,false,false,Isabel Oakeshott’s attic,en,false
658,96,674,false,false,London- England,en,false
3025,449,5690,false,false,null,en,false
507,465,7235,false,false,Helston/Plymouth ,en,false
16939,409,10930,false,false,Indiana,en,false
26949,829,18447,false,false,10017,en,false
440,326,1470,false,false,Camberwell- London,en,false
567,85,123,false,false,Ormskirk- England,en,false
4,4,38,false,false,null,en,false
4482,272,4994,false,false,Kuala Lumpur- Wilayah Persekut,en,false
40,133,5163,false,false,Gambling Heaven,en,false
25303,1642,72667,false,false,Eagle Peak,en,false
29,462,84,false,false,null,en,false
629,195,875,false,false,null,en,false
405,1535,1752,false,false,Sheffield- England,en,false
57,65,430,false,false,Michigan- USA,en,false
0,0,574468,false,false,null,es,false
1629,392,18672,false,false,null,en,false
25420,1899,50161,false,false,The Terry Nation,en,false
2293,124,12061,false,false,?stanbul- T?rkiye,tr,false
7353,3381,6337,false,false,null,en,false
1070,1282,4146,true,false,London- England,en,false
7933,191,1893,false,false,Wolverhampton- England,en-gb,false
89792,2939,120137,false,false,null,en,false
9166,1746,17401,false,false,Indianapolis- Indiana,en,false
1998,496,9195,false,false, +49 | +62,en,false
18614,17897,641419,false,false,Sheffield,en,false
4826,351,7376,false,false,null,en,false
27,88,181,false,false,The Middle of Nowhere- USA,en,false
2206,753,4422,false,false,6.671883--1.56462,en,false
61,134,1299,false,false,Coral Springs- Florida,en,false
10328,747,4797,false,false,Newnan- GA,en,false
3721,525,23582,false,false,San Antonio- TX,en,false
3136,110,547,false,false,Nairobi- Kenya,en,false
212,73,58073,false,false,Indonesia,id,false
5301,1359,2839,false,false,Harare- Zimbabwe,en,false
16,86,3767,false,false,null,en,false
2351,420,10113,false,false,Marseille- France,fr,false
34140,9516,21807,false,false,Dallas- Texas,en,false
7979,938,140300,false,false,Ireland,en,false
1456,820,124596,false,false,Malaysia,en,false
13023,164,3047,false,false,null,en,false
3710,992,23407,false,false,Nigeria,en,false
13051,289,1420,false,false,Ludhiana,en,false
12119,6877,233018,false,false,United Kingdom,en,false
2515,1415,22219,false,false,null,en,false
2217,726,2675,false,false,Romford- London,en,false
20849,446,41372,false,false,Lagos- Lekki phase1,en,false
113,31,228,false,false,Romford- London,en,false
40,47,22,false,false,Thailand,th,false
514,198,12369,false,false,Mostly Indonesia,en,false
0,2286,42675,false,false,London- England,en,false
6224,1218,46427,false,false,Melbourne- Australia,en,false
5735,1460,88714,false,false,London- England,en,false
975,865,12137,false,false,alkhobar.,ar,false
28170,449,80377,false,false,null,en,false
2553,854,1597,false,false,??????名?冠??????????,ja,false
18644,4313,35761,false,false,England- United Kingdom,en,false
4364,385,2808,false,false,London- United Kingdom,en,false
1490,322,10869,false,false,null,en,false
48434,7927,43082,false,false,Canada- USA- France- Qu?bec,fr,false
54628,3269,76346,false,false,Islington mostly,en,false
51963,5863,137052,false,false,Yorkshire and The Humber,en,false
202752,56041,960559,false,false,UK,en,false
21221,4992,13521,false,false,Yorktown- IN,en,false
3379,266,186,false,false,Tilsworth- England,en,false
4947,1264,5829,false,false,New York- NY,en,false
3861,4163,2066,false,false,Coral Gables- FL,en,false
381,308,1652,false,false,null,ko,false
1,99,661,false,false,null,en,false
30045,650,25016,false,false,? B3xGraphics@Gmail.com,en,false
3535,772,71456,false,false,null,en,false
4753,336,2627,false,false,Haninge- Sverige,sv,false
2389,4021,6261,false,false,United States? Divided States?,en,false
3710,992,23409,false,false,Nigeria,en,false
9425,610,35161,false,false,Selangor- Malaysia,en,false
6,637,1671,false,false,Brasil,pt,false
95,537,241,false,false,Guernsey,en,false
139,194,330,false,false,Montevideo- Uruguay,es,false
46667,1611,55018,false,false,Gateshead- England,en,false
5630,365,2828,false,false,null,sv,false
27806,187,14839,false,false,LDN,en,false
409,420,29389,false,false,Tembalang 1- Indonesia,id,false
1029,1042,229,false,false,null,en,false
6472,60,2218,false,false,null,en,false
8574,725,3816,false,false,null,en,false
596,177,1637,false,false,Strasbourg- France,fr,false
9883,87,750,false,false,Indiana,en,false
59,520,74952,false,false,null,en,false
11262,676,11225,false,false,Michigan- USA,en,false
3708,143,8022,false,false,United States,en,false
666,155,3260,false,false,Sydney- Australia,en,false
2101,994,12170,false,false,Lancashire,en,false
7353,3381,6338,false,false,null,en,false
983,351,4318,false,false,null,en,false
160,1972,404,false,false,London- England,en,false
1972,498,97241,false,false,Calma- eu estou aqui...,en,false
6788,419,7059,false,false,Pennsylvania- USA,en,false
3,50,49,false,false,Exeter- England,en,false
1343,267,355,false,false,India,en,false
4573,94,946,false,false,null,en,false
27135,273,6422,false,false,North Rhine-Westphalia Germany,de,false
20926,1035,128772,false,false,null,en,false
168,262,388,false,false,Liverpool- England,en,false
4998,495,54751,false,false,DPRZ,es,false
25902,175,14816,false,false,null,en,false
9365,1741,10569,false,false,30.536612--97.72443,en,false
16,1158,99064,false,false,WI,en,false
1782,1373,34844,false,false,Camden Town- London,en,false
8046,299,3317,false,false,?.??????- ?.???????????,en,false
90,8,1539,false,false,null,en,false
17370,1333,29881,false,false,dom.bald.dont.lie@gmail.com,fr,false
115,102,75,false,false,null,en,false
409,420,29390,false,false,Tembalang 1- Indonesia,id,false
29064,8586,122825,false,false,United Kingdom,en,false
2453,197,2290,false,false,Dubai- United Arab Emirates,en,false
0,497,17241,false,false,null,en,false
1245,518,433,false,false,null,en-gb,false
1051,561,71458,false,false,Tanzania,en,false
6232,1280,139514,false,false,Sheffield- England,en,false
1,56,60019,false,false,Amsterdam,nl,false
239,258,171,false,false,Washington- DC,en,false
0,497,17241,false,false,null,en,false
4490,783,74384,false,false,#Rotherhamiswonderful,en,false
185,43,774,false,false,Lordelo,pt,false
61,275,6672,false,false,Indonesia,id,false
19975,126,13609,false,false,null,en,false
11760,1286,22446,false,false,null,en,false
17314,1844,21897,false,false,Albany- NY,en,false
1002,123,1494,false,false,null,en,false
15237,487,6254,false,false,Liberal Earth,en,false
16848,1000,7561,false,false,Waterford- Ireland,en,false
21509,169,12388,false,false,Florya,tr,false
8197,306,7057,false,false,null,es,false
576,72,1037,false,false,null,en,false
429,836,369,false,false,null,en,false
4218,1329,10812,false,false,United States,en,false
970,1890,701,false,false,Soweto- South Africa,en,false
4056,3612,138145,false,false,null,en,false
970,154,336,false,false,Wisconsin,en,false
157229,3998,116372,false,false,London,en,false
89451,858,32475,false,false,null,en,false
554,416,6820,false,false,Dar es Salaam- Tanzania,en,false
44204,8261,517700,false,false,London,en,false
5236,524,1807,false,false,Warszawa- Polska,pl,false
2461,263,1988,false,false,California- USA,en,false
23844,408,29287,false,false,Ohio- USA,en,false
20256,6182,32573,false,false,imagine being serious,en,false
574,331,6931,false,false,reading,en,false
15237,487,6254,false,false,Liberal Earth,en,false
43532,4999,45373,false,false,null,en,false
1192,962,2053,false,false,Leeds- England,en,false
558,96,625,false,false,null,en,false
979,592,43701,true,false,London- ON,en,false
1495,295,3130,false,false,null,en,false
823,85,1678,false,false,---,pl,false
37,155,55,false,false,Manchester- England,en,false
89455,858,32476,false,false,null,en,false
29372,3313,26813,false,false,New Hampshire- USA,en,false
3628,387,2802,false,false,Liverpool- England,en,false
5094,688,5848,false,false,Rochester- South East,en,false
48,153,28,false,false,null,en,false
25075,987,10554,false,false,null,en,false
33018,2148,41316,false,false,UK,en-gb,false
287,102,7230,false,false,DKI Jakarta- Indonesia,id,false
75169,4287,91429,false,false,Greenville- SC,en,false
34,194,83,false,false,Canada,en,false
1351,938,1437,false,false,Indianapolis,en,false
485,361,8690,false,false,null,en,false
2608,1732,1715,false,false,Dudley- England,en,false
36,69,124,false,false,Paris- France,en,false
22463,799,17841,false,false,The Bar,en,false
1784,139,318,false,false,null,en-gb,false
42578,481,6932,false,false,Plutonomo Bay,en,false
5982,354,9217,false,false,Toronto,en,false
13445,379,72114,false,false,Ducked Off,en,false
15382,421,15103,false,false,null,en-gb,false
12,268,140204,false,false,null,en,false
17123,824,20023,false,false,Norway,no,false
65,36,6,false,false,null,fr,false
8372,924,77397,false,false,#teamcap,en,false
4165,269,6207,false,false,West Region- Singapore,en,false
132893,427591,360712,false,false,United Kingdom,en,false
13308,449,15646,false,false,West Indies,en,false
21,29,186,false,false,null,en,false
91256,743,34845,false,false,Tilbury- East,en,false
2458,935,3570,false,false,null,en,false
0,7,22789,false,false,United Kingdom,en,false
9359,4964,105940,false,false,United Kingdom,en,false
7,28,11964,false,false,Jacksonville,en,false
1776,159,13999,false,false,#SaveShadowhunters,en,false
1,871,15359,false,false,null,id,false
17100,12441,330420,false,false,Barnsley,en,false
36,222,2435,false,false,null,en,false
36454,273,37350,false,false,Salford- England,en-gb,false
870,538,2877,false,false,Winchester,en,false
20926,1035,128774,false,false,null,en,false
3444,302,435,false,false,null,en,false
6467,319,674,false,false,New Arley,en,false
875,370,3661,false,false,Essex,en,false
20,23,220,false,false,Tottenham Hotspur,en,false
74769,381,11828,false,false,null,en-gb,false
3107,195,11689,false,false,Portugal,pt,false
3718,234,2164,false,false,USA,en,false
3342,690,6958,false,false,null,en,false
796,771,178,false,false,Hilliard- OH,en,false
157230,3998,116375,false,false,London,en,false
1776,159,14001,false,false,#SaveShadowhunters,en,false
15632,4966,10267,false,false,Barnegat Light- NJ,en,false
113486,5815,126362,false,false,Salem- MA,en,false
37325,403,6691,false,false,null,en,false
3,38,1486,false,false,null,en,false
2836,108,99936,false,false,The World God Only Knows,en,false
271,307,14532,false,false,Higham Ferrers- Northamptonshire,en,false
3351,231,12482,false,false,Preston- England,en,false
41316,2289,15432,false,false,null,en,false
36464,273,37360,false,false,Salford- England,en-gb,false
10288,91,3937,false,false,null,en,false
15359,3197,7795,false,false,South Hill- WA,en,false
3627,742,13000,false,false,New Jersey- USA,en,false
0,18088,36054,false,false,null,en,false
11412,5533,55303,false,false,London,en,false
358571,6331,174338,false,false,JOHANNESBURG l DURBAN ??,en,false
1565,364,11608,false,false,null,en,false
64245,2257,61140,false,false,Miami- FL,en,false
3437,645,3206,false,false,South Texas,en,false
29,553,1566,false,false,Guildford,en,false
1339,1831,43423,false,false,Hampshire UK,en,false
61,102,220,false,false,Witters!,en,false
11034,351,13944,false,false,Kuala Lumpur,en,false
1776,159,14003,false,false,#SaveShadowhunters,en,false
2717,990,2776,false,false,ENGLAND,en,false
1137,171,7187,false,false,A Rainy Rock - North Atlantic,en,false
461,374,23533,false,false,Somewhere,en,false
56759,2051,60585,true,false,Leigh on Sea & London,en,false
1752,125,4815,false,false,Southfield- MI,en,false
4025,1069,13295,false,false,Northampton- UK,en,false
26,535,735,false,false,London- England,en,false
431,1211,774,false,false,Los Angeles- CA,en,false
18603,1019,5083,false,false,null,en,false
2030,216,4075,false,false,He/Him/His or They/Them,en,false
38,211,5441,false,false,United States,en,false
32840,1131,9100,false,false,South Africa vanderbijlpark,en,false
16867,4759,2109,false,false,Birmingham,en,false
259,386,35741,false,false,Indonesia,en,false
18820,103,3254,false,false,Montevideo- Uruguay,es,false
1309,225,1648,false,false,Fishguard,en,false
193,482,3000,false,false,Caracas- Venezuela,es,false
80205,4989,90236,false,false,null,en,false
51883,10437,549,false,false,Adana,tr,false
2227,503,1386,false,false,Port Harcourt- Nigeria,en,false
25066,3236,18188,false,false,Texas- USA,en,false
3719,234,2166,false,false,USA,en,false
30048,650,25022,false,false,? B3xGraphics@Gmail.com,en,false
12,49,53,false,false,London ,en-gb,false
26,535,736,false,false,London- England,en,false
704,41,1790,false,false,TOKYO,ja,false
80212,4989,90242,false,false,null,en,false
3719,234,2167,false,false,USA,en,false
2646,266,713,false,false,London,en-gb,false
25,2580,9427,false,false,null,ko,false
1393,349,12554,false,false,Hertfordshire,en,false
282664,23616,157259,false,false,United States,en,false
91,240,4121,false,false,Woodlands- Singapore,en,false
622,30,1073,false,false,Toronto- Canada,en,false
1332,481,3189,false,false,null,en,false
14521,1997,10539,false,false,null,en,false
23582,1024,18195,false,false,Germany,en,false
2894,453,1057285,false,false,null,fr,false
1413,379,81114,false,false,null,en,false
15303,666,13669,false,false,null,en,false
10394,2592,16158,false,false,Newcastle UK / Los Angeles USA,en,false
0,7,39313,false,false,null,en,false
5084,3458,10273,false,false,null,en,false
440,4158,102654,true,false,San Antonio/New York City,en,false
6865,73,1748,false,false,null,en,false
4216,778,58495,false,false,North London / Cyprus,en,false
1009,33,484,false,false,Bayonne- France,fr,false
850,147,2326,false,false,Naples- FL,en,false
22452,1730,28648,false,false,Amsterdam- The Netherlands,en,false
8903,602,9816,false,false,Bar Torino,es,false
2736,2279,3574,false,false,null,en,false
3797,245,7564,false,false,Pre: 42.3846960--71.078469,en,false
9219,2759,17605,false,false,Westeros- TX,en,false
10,21,67,false,false,null,es,false
1776,159,14006,false,false,#SaveShadowhunters,en,false
1095,102,5469,false,false,Alexandria- Egypt,en,false
201,21,489,false,false,null,en,false
2630,149,83,false,false,Royaume du Maroc,fr,false
0,1031,118,false,false,Richardson- TX,en,false
256,64,458,false,false,null,en,false
827,1013,6892,false,false,Wales- United Kingdom,en,false
236693,6508,304667,false,false,Manchester- England,en,false
3182,334,23695,false,false,The grandest stage of them all,en,false
5914,318,5801,false,false,NETHERLANDSSSS,nl,false
3935,173,5340,false,false,null,en,false
4441,597,5358,false,false,Merseyside,en,false
461,374,23534,false,false,Somewhere,en,false
3500,615,2646,false,false,La Garde,fr,false
4837,3112,171414,false,false,New Jersey- USA,en,false
1374,106,1372,false,false,Texas- USA,en,false
271,523,164,false,false,null,en,false
1718,632,1420,false,false,null,en,false
10792,438,42033,false,false,Metz France ,fr,false
8163,121,4313,false,false,null,en,false
294,188,938,false,false,null,en,false
123,268,17067,false,false,Ngh? An- Vietnam,en,false
1776,159,14009,false,false,#SaveShadowhunters,en,false
28265,1819,26462,false,false,Your Head,en,false
8624,740,10567,false,false,Antrim- Northern Ireland,en,false
1624,77,1507,false,false,Oxford- England,en,false
229992,9731,282512,false,false,Florida- USA,en,false
7979,440,297052,false,false,OTW,en,false
18373,1004,10454,false,false,England- United Kingdom,en-GB,false
998,604,2978,false,false,Northampton,en,false
8618,79,8882,false,false,null,en,false
1646,168,184,false,false,United States,en,false
3724,234,2170,false,false,USA,en,false
744,500,164,false,false,London- England,en,false
4838,3112,171418,false,false,New Jersey- USA,en,false
89983,866,77577,false,false,The Uncommonwealth,en,false
49489,2210,18634,false,false,Ruislip- England ,en,false
479,147,2097,false,false,ask paul scholes,en,false
61,655,106,false,false,The Local,en,false
3135,1465,3092,false,false,Adrian- MI,en,false
2621,24,456,false,false,null,fr,false
1747,37,1294,false,false,null,en,false
3567,248,3685,false,false, Nigeria,en,false
440,326,1471,false,false,Camberwell- London,en,false
4575,493,13085,false,false,Central City- KY,pt,false
35,124,297,false,false,null,en,false
21,69,103,false,false,Glasgow- Scotland,en-gb,false
0,1003,12,false,false,null,en,false
0,1,48,false,false,null,en,false
7643,858,28260,false,false,null,en,false
5453,103,1898,false,false,null,en,false
367,5,481,false,false,null,en,false
27386,674,15324,false,false,Malaysia,en,false
24728,597,11613,false,false,null,en,false
297,23,2806,false,false,null,en,false
7386,290,5339,false,false,null,en,false
3986,217,17756,false,false,null,en,false
11942,1978,7885,false,false,Canada,en,false
52669,448,83447,false,false,null,en,false
13895,247,12096,false,false,Oklahoma- USA,en,false
8625,2217,5083,false,false,null,en,false
1127,364,878,false,false,Not in the pl,en,false
2459,269,81438,false,false,Dar es Salaam- Tanzania,en,false
90,24,81,false,false,null,en,false
3033,204,320,false,false,United Kingdom,en,false
42,57989,19002,false,false,?? Tanzania,en,false
4723,276,219,false,false,West Midlands- England,en,false
174,60,983,false,false,London- England,en,false
4303,406,9508,false,false,Norge,no,false
999,110,555,false,false,London- England,en,false
49489,2210,18635,false,false,Ruislip- England ,en,false
30181,1763,101441,false,false,Sur un Trap?ze,fr,false
2103,569,1455,false,false,null,en,false
2475,291,1576,false,false,United Arab Emirates,en-gb,false
2244,54,570,false,false,https://www.dhamma.org/en-US/index,en,false
13533,163,9880,false,false,Singapore,en,false
74,145,126,false,false,null,en,false
16247,1199,24194,false,false,Fl- D.C- VA,en,false
52669,448,83449,false,false,null,en,false
1009,33,485,false,false,Bayonne- France,fr,false
3199,998,1877,false,false,Durban- South Africa,en,false
110,537,307,false,false,Preston,en,false
438970,1422,202049,false,false,@kmkrispy,en,false
1127,365,880,false,false,Not in the pl,en,false
2239,1024,32949,false,false,Hove,en,false
3409,448,1729,false,false,Forney- TX,en,false
0,360,574479,false,false,null,es,false
10395,215,34013,true,false,null,en,false
45091,170,12036,false,false,null,en,false
73233,2047,50518,false,false,India | Stockholm,en,false
6399,802,3460,false,false,Leicester- Norwich & London,en,false
37010,1761,42412,false,false,Dublin City- Ireland,en,false
21,35,63,false,false,null,en,false
2670,474,12627,false,false,London- England,en,false
1539,674,1704,false,false,uyo city,en,false
4968,752,36719,false,false,North of the wall,en,false
832,1183,77441,false,false,Jambi- Indonesia,en,false
55678,698,25811,false,false,null,en,false
111,126,106,false,false,Birmingham- England,en,false
4615,889,3009,false,false,null,en,false
4287,600,24680,false,false,SW London,en,false
4422,4958,23314,false,false,null,en,false
14213,245,1773,false,false,null,en,false
1194,1004,3255,false,false,Blyth,en,false
24723,656,6493,false,false,K?rnten,de,false
16711,538,1547,false,false,London- England,en-gb,false
49,35,250,false,false,null,en,false
17992,431,5272,false,false,null,en,false
921,940,1369,false,false,Stratford- CT,en,false
67435,912,21618,false,false,null,en,false
39,82,84,false,false,null,en,false
807,331,14966,false,false,Houston- TX,en,false
6645,127,33677,false,false,null,en,false
4005,288,798,false,false,United Kingdom,en-gb,false
1936,1713,4912,false,false,Cutler- OH,en,false
4758,427,75373,false,false,null,en,false
1642,507,1945,false,false,Glenwood Springs- CO,en,false
5908,493,1948,false,false,null,en,false
5176,54,7448,false,false,null,en,false
4141,1417,6377,false,false,null,en,false
1509,112,9791,false,false,null,en,false
76060,355,143143,false,false,null,en,false
3936,105,4663,false,false,syracuse,en,false
102,35,45,false,false,null,en,false
429,32,4177,false,false,null,en,false
792,21,3378,false,false,United States,en,false
11692,816,792,false,false,??,en,false
87953,3611,63715,false,false,null,en,false
89,45,579,false,false,null,en,false
555,339,3846,false,false,London ,en,false
39744,2571,29115,false,false,null,en,false
1,5,17,false,false,null,en,false
157,2101,10775,false,false,Global!,en,false
82,89,76,false,false,Somalia,en,false
2498,95,3181,false,false,Great State of Texas,en,false
12345,1158,8092,false,false,Dw about that ,en,false
101,282,3180,false,false,null,id,false
1724,41,1692,false,false,null,en,false
3496,669,8085,false,false,Paradise,en,false
66,228,96,false,false,null,en-GB,false
92,128,163,false,false,Toronto,en,false
20224,3131,20011,false,false,Tennessee- USA,en,false
1042,833,350538,false,false,Pandemonium,en,false
1225,825,21086,false,false,null,en,false
158,1013,10623,false,false,Paarl-Western Cape-SA,en,false
2799,976,73405,false,false,Bishop's Stortford- East,en,false
861,93,1130,false,false,Peterborough- England,en,false
631,1955,13883,false,false,Uchiha Clan,en,false
27997,319,108711,false,false,?T: 9.594489--69.205247,es,false
1415,213,8877,false,false,Vine Grove KY,en,false
9093,1534,12563,true,false,Minnehaha Creek,en,false
195172,1595,24474,false,false,null,en,false
38150,622,67239,false,false,Winchester- England,fr,false
923,430,1381,false,false,North of Boston- MA (781),en,false
2211,1227,7185,false,false,England- United Kingdom,en,false
1247,200,619,false,false,null,en,false
149,62,2605,false,false,e-spurs@live.co.uk,en,false
863,508,3819,false,false,Nonurbeeswax,en,false
28001,319,108715,false,false,?T: 9.594489--69.205247,es,false
8337,188,12830,false,false,null,en,false
287,1233,2762,false,false,null,en,false
2817,956,4616,false,false,Scotland- United Kingdom,en,false
1270,714,1573,false,false,null,en,false
29258,5001,13420,false,false,New York City,en,false
12675,635,7942,false,false,County Down,en,false
20806,618,57975,false,false,null,en,false
245,487,12504,false,false,Toronto- Ontario- Canada,en,false
810,331,14978,false,false,Houston- TX,en,false
7774,373,1424,false,false,Lambertville,en,false
4775,474,5399,false,false,The Pub ,en-gb,false
7318,232,6031,false,false,null,en,false
221,188,649,false,false,Hastings- England,en,false
19,171,15108,false,false,null,en,false
97242,4951,53783,false,false,London- Ontario,en,false
4818,1541,16995,false,false,Middle earth ,en,false
7215,403,13110,false,false,New York- USA,en,false
3494,2150,34248,false,false,D156 837C 30BB 744B 7C87 EC14,en,false
10290,1131,78838,false,false,Stone Mountain- Georgia,en,false
16336,1200,9388,false,false,null,en-gb,false
927,788,19144,false,false,Tejas,en,false
8802,349,2777,false,false,Malta,en,false
8090,2099,108528,false,false,Brooklyn- NY,en,false
792,480,27627,false,false,The City of Wind,en,false
8,14,41450,false,false,Bangkok- Thailand,en,false
40407,3094,28082,false,false,Kansas,en,false
7929,344,16087,false,false,?,en,false
39846,1472,9044,false,false,USA,en,false
5270,52,327,false,false,null,en,false
219,356,1120,false,false,null,en,false
26407,804,7281,false,false,The Forgotten Coast,en,false
87674,678,17189,false,false,Georgia- USA,en,false
52,72,262,false,false,ohio,en,false
22981,233,11043,false,false,Bangkok- Thailand,en,false
1058,1963,2975,false,false,Shrewsbury,en,false
4464,411,1821,false,false,Cairns- Queensland,en,false
18625,875,28102,false,false,null,en,false
159,466,91951,false,false,Thailand,th,false
7782,439,5084,false,false,Northampton- England,en,false
12694,393,13330,false,false,Pensacola- Fla.- Omaha- Ne.,en,false
618,275,4602,false,false,null,en,false
1846,539,265,false,false,United Kingdom,en,false
1052,593,20453,false,false,null,en,false
4144,2144,21765,false,false,Madrid,en,false
992,422,14561,false,false,null,en,false
72506,18883,774174,false,false,UK,en,false
12695,393,13331,false,false,Pensacola- Fla.- Omaha- Ne.,en,false
404,189,206,false,false,null,en,false
4424,4960,23318,false,false,null,en,false
39935,2582,221151,false,false,Earth 616 Space Sector 2814,en,false
32188,908,13775,false,false,null,es,false
32801,2258,51689,false,false,Torn between MO and TX,en,false
38416,1854,141609,false,false,Denver- CO / Japan,ja,false
25787,3539,15039,false,false,null,en,false
740,199,6595,false,false,Global,en,false
1328,598,111415,false,false,221B-baker st.,en,false
21267,184,22733,false,false,null,en,false
823,508,5232,false,false,United States,en,false
5177,54,7451,false,false,null,en,false
3027,807,7362,false,false, wolfs United Kingdom,en,false
18282,367,24929,false,false,Floresville- TX,en,false
4066,349,3382,false,false,Colmar- France,fr,false
7311,1127,2591,false,false,in a big pond ?,en,false
1244,1259,3633,false,false,Norway,en,false
1907,497,948,false,false,null,en,false
6859,270,2715,false,false,null,en,false
3485,161,17377,false,false,Thailand,th,false
1599,1658,4587,false,false,Nairobi,en,false
76730,4942,35884,false,false,null,en,false
5521,467,27992,false,false,Manchester,en,false
7592,694,29527,false,false,Z?rate- Argentina,es,false
435,5240,89602,false,false,NY,en,false
81090,5503,39516,false,false,null,en,false
97,74,136,false,false,null,en,false
35376,750,20778,false,false,null,es,false
1276,819,1846,false,false,Tampa- FL,en,false
141,95,9839,false,false,Phuket- Thailand,th,false
4204,819,32574,false,false,Worldwide,en,false
11184,159,402,false,false,Rhode Island- USA,en,false
55837,2748,122140,false,false,Canada,en,false
13436,908,3799,false,false,Washington- DC,en,false
20716,1460,24583,false,false,Sloane square,en,false
4,2,8,false,false,Cambridge- MA,en,false
11077,1251,8455,false,false,Glorious North London,en-gb,false
41530,2352,13960,false,false,In my daydreams,en,false
2221,920,1281,false,false,Florida- USA,en,false
3279,66,2344,false,false,Ventura- CA,en,false
6248,55,3786,false,false,Boston- Mass,en,false
13421,25,7735,false,false,null,en,false
5212,497,8614,false,false,Somewhere,en,false
99,194,23231,true,false,London- England,en,false
8965,998,56843,false,false,North VA ,en,false
9277,4993,5494,false,false,England- United Kingdom,en,false
4819,1541,16996,false,false,Middle earth ,en,false
3754,212,2761,false,false,Upstate NY,en,false
0,42,61717,false,false,null,en,false
47583,62,69412,false,false,null,en,false
