"FavouritesCount,FriendsCount,StatusesCount,isVerified,isTranslator,location,Lang,isRetweetedByMecreateAt,AccessLevel,ListedCount,Name,ProfileBackgroundColor,Protected18/07/23 06:49:53 INFO twitter4j.TwitterStreamImpl: Establishing connection."
18/07/23 06:50:02 INFO twitter4j.TwitterStreamImpl: Connection established.
18/07/23 06:50:02 INFO twitter4j.TwitterStreamImpl: Receiving status stream.
"2916,910,38827,false,false,San Antonio- TX,en,false,Tue Nov 17 16:19:57 PST 2009,0,220,Aaron Preine,000000,false"
"14500,358,5242,false,false,Wolves,en,false,Thu Mar 02 15:14:38 PST 2017,0,9,C.,F5F8FA,false"
"178,154,162,false,false,null,en,false,Tue Feb 09 18:40:50 PST 2016,0,0,Guy Griesmann,F5F8FA,false"
"22421,3596,42620,false,false,null,en,false,Thu Jul 11 12:17:00 PDT 2013,0,13,joanna blais,C0DEED,false"
"2600,1921,3774,false,false,north london,en,false,Tue Aug 16 11:07:27 PDT 2011,0,4,paul s,092736,false"
"818,90,958,false,false,UAE,en,false,Tue May 15 04:19:02 PDT 2018,0,0,Fazal,C0DEED,false"
"50940,294,51064,false,false,esketit,en-gb,false,Fri Jan 02 07:08:59 PST 2015,0,34,nicole,000000,false"
"81657,11809,338968,false,false,Richardson- TX,en,false,Tue Dec 15 21:59:48 PST 2015,0,2453,DMS Photography,000000,false"
"8718,993,2675,false,false,North Carolina- USA,en,false,Thu Dec 16 03:24:28 PST 2010,0,3,Denise Reaves,C0DEED,false"
"1663,232,2017,false,false,Banstead- Surrey,en,false,Tue Apr 26 11:59:33 PDT 2011,0,4,Stuart,022330,false"
"5835,498,7807,false,false,British Indian Ocean Territory,en,false,Sat Oct 13 09:12:42 PDT 2012,0,11,Lee Warner,C0DEED,false"
"8384,1144,58355,false,false,?T: 10.234586--67.339281,en,false,Fri Jun 05 21:32:10 PDT 2009,0,8,Jose Pi?ero,C0DEED,false"
"193,363,953,false,false,null,en,false,Thu Oct 04 12:11:49 PDT 2012,0,0,Nicky,C0DEED,false"
"19331,256,11967,false,false,null,en,false,Sun Jun 01 14:05:53 PDT 2014,0,2,linds,C0DEED,false"
"63,49,1634,false,false,New Delhi- India ,en,false,Sat May 23 07:52:50 PDT 2009,0,3,Sumantra Nag,C0DEED,false"
"82411,595,17975,false,false,London- England,en-GB,false,Sun Jan 31 05:40:51 PST 2016,0,3,Sheils,F5F8FA,false"
"279,370,12205,false,false,null,en,false,Tue Jan 09 19:08:17 PST 2018,0,12,Joseph,F5F8FA,false"
"1593,1514,8495,false,false,null,el,false,Thu Jun 19 02:08:24 PDT 2014,0,1,TottenhamHotspurFans.gr ??,000000,false"
"39748,1525,15626,false,false,Hitchin,en,false,Wed Sep 05 12:32:26 PDT 2012,0,11,LUKΞ,1A1B1F,false"
"2457,352,7636,false,false,null,en,false,Sat Dec 07 11:40:54 PST 2013,0,2,whatajoke,C0DEED,false"
"8658,2324,6137,false,false,null,en,false,Tue Aug 18 20:31:34 PDT 2009,0,11,bryan,C6E2EE,false"
"6487,1057,5837,false,false,10.0.0.0,en,false,Sun Apr 05 06:28:07 PDT 2015,0,1,Bafo_ka_Thanos,C0DEED,false"
"12516,1291,7265,false,false,lagos-Nigeria.,en,false,Sun Oct 24 12:03:56 PDT 2010,0,4,Ted,C0DEED,false"
"76764,1438,17139,false,false,New York- USA,en,false,Tue Nov 23 06:42:05 PST 2010,0,4,ThirtySixWitches,C0DEED,false"
"8353,1141,74540,false,false,Worldwide Wes,en,false,Wed Dec 02 08:32:08 PST 2009,0,172,Jacob Noble,EFEAF2,false"
"15962,635,8034,false,false,Taco Town- USA,en,false,Thu Jun 22 19:12:01 PDT 2017,0,0,“No Chill” EL Guapo ???♂?,F5F8FA,false"
"22,107,169,false,false,Bromley- London,en,false,Sat Aug 20 11:33:09 PDT 2016,0,0,Tanel Ismet,F5F8FA,false"
"87947,3890,60743,false,false,Punjab- California- Catalunya,en,false,Tue Apr 28 02:16:48 PDT 2009,0,40,Ranjodh Singh Dhaliwal,000000,false"
"2416,1678,19451,false,false,Brooklyn- NY,en,false,Sun May 05 18:02:43 PDT 2013,0,1,Mitchell Eisenberger,000000,false"
"25070,281,4862,false,false,North London,en,false,Mon Sep 15 06:17:31 PDT 2014,0,4,Beckett ???????,C0DEED,false"
"3848,84,10702,false,false,null,en,false,Sun Nov 05 04:34:42 PST 2017,0,0,? ryna ?,000000,false"
"9792,284,28316,false,false,null,en,false,Sat Aug 25 22:12:40 PDT 2012,0,2,Tavo Chetito Sanchez,C0DEED,false"
"46331,439,7209,false,false,null,en,false,Fri Jul 08 10:01:31 PDT 2011,0,1,?Chelsea Cook,ACDED6,false"
"865,305,2551,false,false,null,en,false,Sun Oct 18 10:36:03 PDT 2015,0,7,Tico Jones,C0DEED,false"
"24283,684,50755,false,false,South Australia,en-gb,false,Thu Jan 29 16:32:04 PST 2015,0,48,Viktor Renquist ???,000000,false"
"1201,612,180,false,false,|?rik Manuel Lamela|,en,false,Mon Jul 09 17:19:54 PDT 2018,0,0,Melissa?,F5F8FA,false"
"416,559,9140,false,false,Beaujolais,fr,false,Sun Apr 15 04:14:27 PDT 2012,0,2,Mart?ni ??????,C0DEED,false"
"4248,112,6375,false,false,Weslaco- TX,en,false,Fri Apr 10 12:42:49 PDT 2009,0,10,Rene Michael Gomez,131516,false"
"12830,1222,56485,false,false,Austin- TX,en,false,Sat Dec 13 18:33:07 PST 2008,0,58,John Estrada,000000,false"
"77236,5518,40154,false,false,New York- USA,en,false,Tue May 06 17:48:23 PDT 2014,0,29,Ronda,C0DEED,false"
"31,2,602,false,false,null,en,false,Thu Mar 22 13:16:08 PDT 2018,0,0,Billy,F5F8FA,false"
"34020,1541,98851,false,false,Brooklyn,en,false,Mon May 25 19:16:08 PDT 2009,0,87,BrooklynsBeat,352726,false"
"101,67,168,false,false,??? ??? ???,en,false,Sat Jul 21 03:58:39 PDT 2018,0,0,??? ???,F5F8FA,false"
"1717,582,51093,false,false,Kuantan - Kota Kinabalu,en,false,Sat Oct 23 06:37:08 PDT 2010,0,1,AA13,022330,false"
"11731,112,3770,false,false,?,en,false,Mon Jul 29 15:17:14 PDT 2013,0,0,Gorlomi ?,C0DEED,false"
"2436,294,14799,false,false,Cape Town- South Africa,en,false,Wed Mar 30 07:00:06 PDT 2011,0,38,Crooked Monkey,709397,false"
"20728,1716,179174,false,false,?CHANBAEK and PANWINK?,th,false,Fri Jun 19 08:03:12 PDT 2015,0,3,?,C0DEED,false"
"27803,7094,56378,false,false,e-spurs@live.co.uk,en,false,Sun Aug 07 05:20:58 PDT 2011,0,183,E-Spurs,022330,false"
"38,1100,619,false,false,Imperial- MO,en,false,Sun Jun 17 09:25:08 PDT 2018,0,0,Thomas Bailey,F5F8FA,false"
"86,23,2245,false,false,null,en,false,Fri Nov 24 08:57:42 PST 2017,0,0,Ron tackett,F5F8FA,false"
"15,10,740,false,false,Tanger M?dina- Royaume du Maro,en,false,Wed Jan 24 08:05:36 PST 2018,0,0,Mide,F5F8FA,false"
"713,30,283,false,false,Google: 41.275755-28.004870,tr,false,Tue Apr 10 15:09:42 PDT 2018,0,0,Ferhat Karip ?,F5F8FA,false"
"634,417,660,false,false,Davenport- IA,en,false,Tue May 29 15:26:46 PDT 2018,0,0,? Fighting The Good Fight?,F5F8FA,false"
"13263,4733,11102,false,false,citizen of the world ,en,false,Tue May 19 06:11:15 PDT 2015,0,4,Ilsalund,C0DEED,false"
"326,438,3530,false,false,null,en,false,Wed Oct 08 08:42:15 PDT 2014,0,1,.,C0DEED,false"
"160,58,2069,false,false,Boulder- CO,en,false,Wed Oct 06 21:19:47 PDT 2010,0,1,bluezdawg,C0DEED,false"
"4639,331,4861,false,false,United States,en,false,Sun Jul 08 19:12:21 PDT 2018,0,0,Richteditor12,F5F8FA,false"
"3471,378,2775,false,false,null,en,false,Thu May 29 12:19:37 PDT 2014,0,0,Scott Ward,C0DEED,false"
"2,4,5,false,false,Milton Keynes- England,en,false,Fri Jul 20 12:54:40 PDT 2018,0,0,Autistic Footballer,F5F8FA,false"
"45141,7408,46465,false,false,North Carolina,en,false,Tue Feb 10 08:37:31 PST 2009,0,130,Deborah????,642D8B,false"
"96,442,969,false,false,Kuala Lumpur,en,false,Fri Nov 24 03:53:24 PST 2017,0,0,ZAC,000000,false"
"888,94,1009,false,false,State of Jefferson,en,false,Wed Oct 28 19:11:48 PDT 2015,0,4,Anthony Salvatore,C0DEED,false"
"79849,701,30976,false,false,null,en,false,Sat Oct 24 17:46:53 PDT 2015,0,12,Lee,C0DEED,false"
"5515,205,1519,false,false,La grieta del invocador ,en,false,Mon Jul 06 13:47:28 PDT 2015,0,0,Poke,C0DEED,false"
"159600,1771,123699,false,false,setapak kuala lumpur,en,false,Thu Jul 13 23:12:32 PDT 2017,0,0,?ril,000000,false"
"97,209,7458,false,false,Lagos Nigeria,en,false,Sun Jan 09 23:11:09 PST 2011,0,4,Phela Empire,C0DEED,false"
"90971,581,57801,false,false,Minnesota- USA,en,false,Sun Mar 05 10:20:58 PST 2017,0,0,Snazzy Colombian,000000,false"
"905,325,2029,false,false,San Antonio,en,false,Thu Jan 31 06:21:39 PST 2013,0,14,GENE DE LA CRUZ,C0DEED,false"
"10338,748,4801,false,false,Newnan- GA,en,false,Sun Jan 31 16:42:39 PST 2010,0,7,GeorgiaRebel,C0DEED,false"
"33,158,868,false,false,null,pt,false,Thu Jan 04 07:05:52 PST 2018,0,1,matheus,F5F8FA,false"
"3069,328,46175,false,false,null,en,false,Thu Aug 08 21:47:06 PDT 2013,0,269,United Religion,C0DEED,false"
"14212,813,18491,false,false,London- England,en,false,Mon May 22 15:12:24 PDT 2017,0,0,StaryStaryNight,F5F8FA,false"
"57,216,74,false,false,San Joaquin- CA,en,false,Fri May 18 08:39:29 PDT 2012,0,0,DaveT,000000,false"
"27831,671,9765,false,false,West Sussex ,en,false,Sat Sep 24 04:32:39 PDT 2016,0,4,J,F5F8FA,false"
"61,516,867,false,false,Chiraq,en,false,Mon Aug 23 06:26:39 PDT 2010,0,0,ALMIGHTY_SO,FFFFFF,false"
"160,58,2070,false,false,Boulder- CO,en,false,Wed Oct 06 21:19:47 PDT 2010,0,1,bluezdawg,C0DEED,false"
"16869,381,18514,false,false,null,en,false,Mon Dec 02 10:43:15 PST 2013,0,8,Teresa Marano,C0DEED,false"
"3003,3193,84990,false,false,null,en,false,Mon Jul 02 03:36:23 PDT 2012,0,327,SKS Media London,C0DEED,false"
"5350,780,17304,false,false,Rawalpindi,en,false,Wed Aug 13 05:50:53 PDT 2014,0,13,Saqib,EBEBEB,false"
"11964,715,17363,false,false,Alienation or the boozer,en,false,Tue Apr 05 07:13:04 PDT 2011,0,30,Riaz Meer,069644,false"
"385,149,30332,false,false,Thailand,en,false,Mon Nov 14 21:34:58 PST 2011,0,2,?????????? ??,C0DEED,false"
"1268,23717,80022,false,false,White Hart Lane Tottenham N17,en,false,Tue Nov 20 08:01:56 PST 2012,0,161,Spurs Family,C0DEED,false"
"86,23,2246,false,false,null,en,false,Fri Nov 24 08:57:42 PST 2017,0,0,Ron tackett,F5F8FA,false"
"376,212,2882,false,false,Texas- USA,en,false,Tue Nov 08 04:19:06 PST 2011,0,1,Myke Lee Roth,C0DEED,false"
"36077,4012,40812,false,false,null,en,false,Thu Aug 25 15:23:59 PDT 2016,0,3,Jane Fosberg,F5F8FA,false"
"0,59,9241,false,false,null,en,false,Wed Mar 11 13:08:27 PDT 2015,0,16,Spurs247,131516,false"
"14,13,11,false,false,Crowle- England,en,false,Mon Apr 09 11:56:51 PDT 2018,0,0,WoodsHomeEdding,F5F8FA,false"
"1928,209,1364,false,false,England- United Kingdom,en,false,Wed Jan 04 18:06:35 PST 2017,0,0,Gabriel Plebias,F5F8FA,false"
"2344,329,15220,true,false,null,en,false,Fri Feb 22 12:40:50 PST 2013,0,589,International Champions Cup,C0DEED,false"
"232154,9967,252108,false,false,Michigan,en,false,Thu Jan 14 08:54:46 PST 2010,0,67,Nancy Krempa,C0DEED,false"
"69,325,197,false,false,Colorado- USA,en,false,Wed May 06 22:39:17 PDT 2009,0,1,Giselle,0099B9,false"
"2589,301,9609,false,false,null,en-gb,false,Sat Mar 18 01:41:44 PDT 2017,0,3,Bill Hicks was right about everything,000000,false"
"6328,1143,20108,false,false,null,en,false,Sat Apr 17 16:21:23 PDT 2010,0,11,YEEUUURRRRRR,C0DEED,false"
"2400,494,8952,false,false,LOUISIANA,en,false,Fri Jul 18 19:12:57 PDT 2014,0,1,im white but not really,C0DEED,false"
"4946,344,6094,false,false,null,en,false,Sat May 03 07:57:37 PDT 2014,0,1,Tuks,C0DEED,false"
"162,100,11858,false,false,null,en,false,Sat Mar 17 09:43:18 PDT 2018,0,1,?????.?,F5F8FA,false"
"7,250,2621,false,false,Here- unless I am elsewhere.,en,false,Sun Feb 15 09:37:52 PST 2009,0,2,Martin Puk,2E0505,false"
"3769,230,2016,false,false,null,en,false,Tue Mar 06 05:51:03 PST 2018,0,0,Riad,F5F8FA,false"
"99,194,23240,true,false,London- England,en,false,Fri Dec 02 01:29:19 PST 2016,0,121,football.london,000000,false"
"21830,662,26173,false,false,803 ?? 704,en,false,Wed Apr 01 16:05:59 PST 2009,0,6,Chris Phillips,000000,false"
"340,123,1541,false,false,Centerville- TN,en,false,Mon Apr 20 07:07:38 PDT 2009,0,1,Steve Tallent,C0DEED,false"
"6352,801,8385,false,false,Washington- DC,en,false,Thu Nov 03 09:29:03 PDT 2011,0,21,Jackie Barrientes,131516,false"
"6382,652,8211,false,false,null,en,false,Wed Aug 12 09:31:27 PDT 2009,0,2,I Teach & Now I’m Seriously Pissed!,709397,false"
"1073,501,10721,false,false,Mars,en,false,Tue Mar 22 00:05:01 PDT 2011,0,4,Meynard Danam Purwa Atmaja,C0DEED,false"
"7605,1370,5135,false,false,null,en,false,Tue Jun 02 04:15:57 PDT 2009,0,16,Terrie Hates Trump,C0DEED,false"
"75624,737,14860,false,false,Maryland/USA/Earth ???,en,false,Sat Dec 28 17:51:31 PST 2013,0,8,John S.,C0DEED,false"
"2091,399,53880,false,false,Earth ,en,false,Sat Aug 27 19:54:57 PDT 2011,0,10,Abdulrahman,2D8A40,false"
"58794,701,24759,false,false,null,en,false,Sat Nov 26 05:06:57 PST 2011,0,8,Rikky,C0DEED,false"
"19569,148,28325,false,false,Brooklyn- NY,en,false,Fri Sep 23 02:49:28 PDT 2016,0,7,LA ??,F5F8FA,false"
"32475,680,31400,false,false,null,en,false,Sat Nov 28 04:27:44 PST 2009,0,2,conran,C0DEED,false"
"11303,615,1889,false,false,Welwyn Garden City- East,en,false,Fri Aug 22 13:35:34 PDT 2014,0,0,?? Jay ??,000000,false"
"2323,1129,116756,false,false,In a galaxy far- far away...,pt,false,Tue Dec 20 07:30:06 PST 2011,0,21,Thyago,F2F4F5,false"
"69,472,1300,false,false,New England,en,false,Fri May 04 19:59:17 PDT 2012,0,25,Tessa Parmenter,C0DEED,false"
"4386,257,5110,false,false,null,en,false,Fri Jun 02 10:50:17 PDT 2017,0,0,Michael O,F5F8FA,false"
"53,325,3364,false,false,null,en,false,Sat May 05 13:10:31 PDT 2012,0,0,Betty,C0DEED,false"
"333,383,768,false,false,null,en,false,Sun Jul 04 06:59:32 PDT 2010,0,1,Mr. Anderson,C0DEED,false"
"0,2286,42676,false,false,London- England,en,false,Mon Jan 09 07:41:24 PST 2017,0,7,Spurs Addict,000000,false"
"57215,665,18913,false,false,null,en,false,Sat Oct 08 04:40:35 PDT 2011,0,8,Sam Ainsworth????,9AE4E8,false"
"3561,2371,571,false,false,All around the world,en,false,Wed May 13 02:09:08 PDT 2015,0,0,Mickie Howard,C0DEED,false"
"423,4158,102627,true,false,San Antonio/New York City,en,false,Thu Jan 08 16:02:39 PST 2009,0,448,JeffGSpursZone,000000,false"
"47601,730,216353,false,false,Bumi Allah Taala,en,false,Sat Apr 21 21:32:40 PDT 2012,0,90,Afiq Shari ?,000000,false"
"10859,2366,12851,false,false,Sedgley- West Midlands,en,false,Thu Mar 12 13:20:57 PST 2009,0,14,Gaz,C0DEED,false"
"33264,1293,37145,false,false,Reston- VA,en,false,Tue Apr 12 19:36:38 PDT 2011,0,5,Chris stich,C0DEED,false"
"740,155,3059,false,false,San Francisco- CA,en,false,Sat Apr 01 14:35:28 PDT 2017,0,1,David,F5F8FA,false"
"10253,1081,4356,false,false,JAPAN"
",ja,false,Fri Mar 30 09:00:39 PDT 2012,0,2,takesuke,C0DEED,false"
"59191,180,29041,false,false,San Antonio- TX,en,false,Tue Apr 27 07:32:57 PDT 2010,0,5,Bill Ingram,ACDED6,false"
"82501,4847,64010,false,false,Austin Texas,en,false,Wed Jan 04 01:08:44 PST 2012,0,56,??♂?Austin?Tex?Perez??♂?,022330,false"
"2098,1223,37300,false,false,Here- There and Everywhere...,en,false,Wed May 20 03:58:28 PDT 2009,0,12,1931- 2013,1A1B1F,false"
"3967,183,563,false,false,England- United Kingdom,en-gb,false,Tue Jan 10 12:36:24 PST 2017,0,0,James Walters,F5F8FA,false"
"1661,168,186,false,false,United States,en,false,Wed Dec 13 14:26:30 PST 2017,0,0,Doug L,F5F8FA,false"
"59192,180,29042,false,false,San Antonio- TX,en,false,Tue Apr 27 07:32:57 PDT 2010,0,5,Bill Ingram,ACDED6,false"
"59193,180,29043,false,false,San Antonio- TX,en,false,Tue Apr 27 07:32:57 PDT 2010,0,5,Bill Ingram,ACDED6,false"
"2469,1410,5631,false,false,Austin- TX,en,false,Fri Nov 18 19:35:32 PST 2016,0,0,M. Anthony Orona,000000,false"
"4725,2129,8100,false,false,Arizonia,en,false,Thu Jun 04 17:28:21 PDT 2009,0,1,Teresa Gauthier,352726,false"
"1143,137,3518,false,false,null,en,false,Mon Mar 11 06:32:07 PDT 2013,0,0,Suren,000000,false"
"8,459,162,false,false,Unknown,en,false,Wed Jul 11 10:23:30 PDT 2018,0,0,Deejay Remmy,F5F8FA,false"
"837,9177,74395,false,false,Kenya,en,false,Sat Mar 08 22:01:25 PST 2014,0,31,? ? ?  ?  ?? ?? ??,C0DEED,false"
"7891,1263,46665,false,false,Plymouth Rd,en,false,Sat Aug 29 09:30:46 PDT 2009,0,10,Hoop Films ?,1A1B1F,false"
"11872,230,64463,false,false,United Kingdom,en,false,Mon Jun 24 05:18:21 PDT 2013,0,55,Jaydn,000000,false"
"50740,2208,22251,false,false,null,en-gb,false,Thu Sep 18 11:13:22 PDT 2014,0,10,Teddy,C0DEED,false"
"5535,408,3159,false,false,null,pt,false,Sat Oct 15 10:29:42 PDT 2016,0,0,Luan Pierry,F5F8FA,false"
"6217,934,11468,false,false,null,en,false,Mon Jul 23 05:13:47 PDT 2012,0,14,dave chase,C0DEED,false"
"90,378,16114,false,false,WHL,en,false,Thu Nov 05 04:28:58 PST 2009,0,1,Gilang Yoga P,1A1B1F,false"
"2771,577,2736,false,false,null,en,false,Mon May 28 06:08:08 PDT 2018,0,0,Mihai,F5F8FA,false"
"8980,973,306809,false,false,England- United Kingdom,en,false,Thu Mar 29 00:59:09 PDT 2012,0,110,Retired Yoruba Demon,C0DEED,false"
"8980,973,306810,false,false,England- United Kingdom,en,false,Thu Mar 29 00:59:09 PDT 2012,0,110,Retired Yoruba Demon,C0DEED,false"
"11643,2793,23174,false,false,under the stairs,en,false,Fri Aug 10 12:20:20 PDT 2012,0,19,David??,C0DEED,false"
"4029,436,104409,true,false,null,en,false,Tue May 05 18:05:11 PDT 2009,0,848,Pounding the Rock,1A1B1F,false"
"21956,2067,26831,false,false,Pennsylvania- USA,en,false,Wed Mar 11 06:33:40 PST 2009,0,7,KEEP CALM & KEEP RESISTING,B2DFDA,false"
"4928,272,2353,false,false,null,ru,false,Mon Oct 02 01:42:26 PDT 2017,0,2,account of historical materialism,F5F8FA,false"
"5578,516,68958,false,false,East Detroit,en,false,Fri Jun 18 23:26:18 PDT 2010,0,8,Khal Mello,000000,false"
"101,42,48,false,false,null,en,false,Wed Jul 18 12:43:36 PDT 2018,0,0,donna marie,F5F8FA,false"
"19698,317,15100,false,false,null,en,false,Sat Dec 30 10:43:08 PST 2017,0,1,elle,F5F8FA,false"
"38317,4766,44731,false,false,Twilight Zone,en,false,Thu Feb 19 16:09:03 PST 2009,0,71,Athena,FFFFFF,false"
"5598,645,2242,false,false,Boston- MA,en,false,Sun Aug 10 08:40:33 PDT 2014,0,2,Tony Bullets,000000,false"
"4581,727,1525,false,false,San Antonio- TX,en,false,Sun Aug 28 13:16:26 PDT 2016,0,1,Diego Hernandez,F5F8FA,false"
"11865,207,9694,false,false,null,en,false,Wed Aug 16 08:49:30 PDT 2017,0,0,jack fulmer,F5F8FA,false"
"1798,80,6902,false,false,null,en,false,Sun May 17 19:32:51 PDT 2015,0,1,carol,000000,false"
"37574,911,57438,false,false,Zurich- Switzerland,en,false,Tue Aug 11 05:55:44 PDT 2009,0,16,The Weekdy,C0DEED,false"
"13263,4733,11103,false,false,citizen of the world ,en,false,Tue May 19 06:11:15 PDT 2015,0,4,Ilsalund,C0DEED,false"
"1467,298,628,false,false,United States,en,false,Tue Jan 02 16:46:14 PST 2018,0,0,Sammy,F5F8FA,false"
"5822,562,8486,false,false,null,en,false,Wed Feb 08 15:13:12 PST 2017,0,4,Lord Dampnut,F5F8FA,false"
"229,568,7471,false,false,Michigan- USA,en,false,Tue Jun 26 09:14:56 PDT 2018,0,0,WARX OPs Oz,F5F8FA,false"
"49724,368,29551,false,false,null,en,false,Sun Apr 15 15:27:22 PDT 2012,0,22,Keef: Delilahs Grandpa ?,C0DEED,false"
"7583,1003,25501,false,false,Polska,pl,false,Thu Apr 26 15:31:12 PDT 2012,0,6,bite yer legs,C0DEED,false"
"4029,436,104410,true,false,null,en,false,Tue May 05 18:05:11 PDT 2009,0,848,Pounding the Rock,1A1B1F,false"
"7012,946,6953,false,false,Huntington Beach- CA,en,false,Wed Aug 06 20:52:47 PDT 2014,0,6,KSlattery,C0DEED,false"
"6739,155,33222,false,false,null,en,false,Mon Nov 12 16:49:21 PST 2012,0,6,don,C6E2EE,false"
"6862,1695,10832,true,false,??ouston- TX,en,false,Thu Jan 05 14:45:29 PST 2012,0,55,Janel Forte,C0DEED,false"
